CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,CP10,CP11,CP12
-1.388217862,-0.322582539,0.556978767,-0.344354134,0.504781298,0.494414177,-0.438408522,-0.187723889,-0.380883362,0.108532877,0.292754058,-0.178049739
-1.206427891,1.08120324,0.946092506,-0.217301472,0.888413698,-0.183215063,0.313332,0.511113274,-0.035499224,-0.528858326,0.521030073,-0.472740413
-0.449114773,-0.152715154,0.82318007,-0.232570855,0.849686449,-0.467471536,-0.142015619,-0.557215279,-0.315809157,0.645393122,-0.081598679,0.438790603
-0.54438127,-0.199586638,0.468703702,-0.480113753,-0.118973844,0.2280391,-0.387039301,0.633213408,-0.724280783,1.102690465,-0.49363521,0.709429704
-0.581506291,-0.182926718,0.695930306,-0.439931492,0.434402426,0.466405333,-0.414856646,-0.632064805,0.028117098,0.761862338,0.437160012,0.685364755
-1.063246941,-0.704089762,0.480253349,-0.679859688,0.028878598,0.291987326,-0.464847595,0.013391485,0.46261461,0.001678847,-0.10986213,0.08323901
-1.463028623,-0.904396704,0.201630747,-0.302580388,-0.001537973,0.706891305,0.768666498,0.087915419,-0.022239678,0.224048639,-0.319174152,-0.142636477
-0.47195279,0.737148044,0.993851192,-0.936023848,0.278949514,-0.394438905,0.368135239,0.344504884,0.892489824,-0.709891862,0.013291361,-0.637313537
-1.064315964,-0.329666715,0.669087037,-0.449662464,0.74955998,-0.529281814,-0.106491062,-0.502610409,-0.242207014,-0.164593498,0.172758984,-0.365539191
-0.68420577,0.562376297,1.055962598,-0.656276745,0.618886277,-0.255884656,0.297646759,-0.131405665,0.098919467,-0.666043555,0.405733868,-0.139246966
-0.906371923,-0.596017234,0.446766173,-0.467003715,0.468891168,-0.53960642,-0.22397674,0.199779044,-0.411120998,-0.217826241,0.763359283,0.472290008
-0.141584227,-0.803464472,0.45908792,-0.888581241,0.15370251,0.233066915,-0.415980279,0.088134839,0.024596077,-0.106771079,1.177863231,-0.301680852
-0.397806339,0.842711797,0.67819498,-0.41753588,0.868153724,-0.29208665,0.272817374,1.007995263,-1.072641814,-0.251969317,-0.092241181,0.022052626
-1.493235459,-0.496302552,0.442251737,-0.253894967,0.34156024,-0.623182575,-0.169988441,0.151856675,0.098165554,0.124420717,-0.374778697,-0.084138238
-1.337109268,0.646607494,0.905853342,-0.381048262,0.415560121,0.683156981,-0.034015132,0.228922231,-0.04783307,-0.334704339,0.34463561,0.082503249
-0.544448819,-0.292031919,0.777704803,0.042460192,0.508583098,0.578148904,-0.532932233,-0.206725303,-0.112905651,0.575809456,0.175663912,-0.236407919
-0.621206968,0.528168458,1.077923414,-0.689377394,0.675933337,-0.354509231,0.280913335,-0.268938997,0.473718466,-0.781886445,0.378277467,0.18155694
-1.099839199,-0.572020359,0.485980988,-0.500617765,0.307896198,-0.510954891,-0.201463107,-0.020190721,0.445628253,-0.02373903,-0.134385338,0.138528773
-0.384471539,0.65980682,0.824911048,-1.149875406,-0.160967519,-0.597460464,0.417765585,0.78218393,0.415780485,-0.70748142,0.389101533,-0.471652291
-1.29623867,0.271102523,0.668118296,-0.188347273,0.413290267,1.081461783,1.160920277,0.160243973,-0.104578176,-0.307517645,0.321682114,0.132071257
-0.68678191,-0.799979945,0.061652667,-0.12804881,0.400666451,-0.616607108,-0.381278006,0.332967676,0.808339931,-0.261853116,0.279215893,0.455890607
-0.690679239,-0.843042411,0.08719118,-0.072236682,0.479669613,-0.581676579,-0.423491639,0.411201714,0.820153106,-0.294059908,0.177606335,0.589105602
