CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,CP10,CP11,CP12
-0.118275731,1.234143244,0.213168365,1.079095757,0.536148125,-0.095626634,-0.13005106,0.033191803,-0.437416849,-0.665940637,-0.482744823,0.497147302
0.937989564,0.652258624,-0.019585597,0.645303025,0.308368921,0.145803611,1.182239803,-0.616847541,-0.009429209,-0.799077102,-0.153416942,0.223278826
-0.196109457,1.020315545,-0.227971839,1.035425738,-0.579957271,-0.351619582,-0.091547108,0.925576423,0.046145637,-0.057747422,-0.020459509,0.289559764
-0.233645909,1.573021724,-0.516495387,0.090888548,-0.112639355,-0.318854094,0.170380921,1.0926423,0.420427298,0.576188984,0.491061305,-0.033965122
0.390183474,1.241160239,-0.049767942,1.357018804,0.749015844,0.046699245,-0.181735705,0.401605234,-0.241519768,-0.133938002,-0.305690065,-0.041296518
-0.397435945,1.190507209,-0.560132846,0.196597289,-0.261215844,-0.40449406,0.078932497,0.845946431,0.405374328,0.66016675,0.385424726,0.711194352
-0.480331371,0.286409361,0.496646883,0.657400482,1.488795718,0.050113642,-0.235868913,1.373634055,0.43339248,-0.471472613,0.215317068,0.566922605
-0.43211813,0.812939596,-0.110615193,1.327330738,0.26617506,-0.253530396,-0.304953254,-0.366182079,0.098614348,0.244737745,0.387421913,0.156304331
-0.779649563,1.153401861,-0.493562595,-0.534500557,-0.443279347,0.367219358,-0.062062284,1.084387014,0.046573382,-0.628862502,0.255520678,-0.416985507
0.426430924,0.705272366,-0.177120157,0.287070867,-1.068224955,0.604128761,0.739068963,0.285149754,-0.434132445,-0.341805165,-0.479533522,0.154737825
-0.335248658,0.649824272,-0.329919299,-0.443517651,-0.111064686,0.551411699,-0.242021784,0.205506143,1.290630004,-0.594157913,0.099594061,-0.00052951
-0.600332129,0.560276282,-0.554664101,-0.216349204,0.138002123,-0.115258567,1.350139427,0.104225026,-0.333772659,-0.942235088,0.548355233,0.252155692
-1.07535767,0.933265908,-0.239277965,-0.020071647,0.410159408,0.759483042,-0.289848214,0.132210309,0.091949298,-0.730188851,0.217072229,0.404229336
0.237732486,1.148498759,0.123818467,0.581187447,-0.32580539,-0.396077352,0.067499213,-0.095376136,0.049911435,-0.408246451,-0.736833516,0.173796652
0.075441526,1.329436152,0.054337583,0.020927923,-1.173227679,0.243699128,-0.031783382,0.372068619,-0.077625951,-0.560009996,0.091246104,-0.549968128
0.31437162,0.556411391,-0.323738806,0.923379434,0.315983505,1.156543849,0.665940603,-0.398169069,-0.972962009,0.173948261,-0.581761389,0.138929436
0.00039615,1.030842095,-0.210837812,-0.489190341,0.658528178,-0.271581356,0.140556912,-0.453609298,0.386430849,-0.915293517,0.221673672,0.050032574
-0.543124364,0.992155912,-0.48904359,0.160571778,-0.674859176,0.408225013,-0.218633111,0.906089855,0.319002356,0.176921685,0.328360111,0.246702489
-0.255644516,1.279284361,-0.731346196,-0.281440221,-0.236323741,0.5109615,-0.075201198,1.402742624,0.201422825,-0.034718546,0.41305353,-0.982671287
0.167468687,0.906972452,-0.470071175,-0.260969089,0.415768284,0.742375243,-0.262573808,0.749034451,0.329486842,-0.235608085,-0.776303517,-0.558752001
-0.470585581,1.031110747,0.075505588,1.012279095,-0.203437169,-0.518174778,0.044503755,0.167437392,0.282777776,-0.392359566,-0.701934193,0.488393915
-0.193229607,1.28549577,-0.162501859,0.292545573,1.006828804,0.077894062,-0.081304106,0.161277471,-0.241105548,0.012149555,-0.31318964,0.967208079
-0.411202355,0.69105197,-0.234745531,0.608979907,-1.214943282,0.576849217,0.684026051,0.395164658,-0.197263489,-0.345660371,-0.054071073,0.479891501
0.861598547,1.609690202,0.09577244,0.954501741,0.769443617,0.027348562,-0.013236348,0.350137725,-0.243897447,-0.392726191,-0.11719048,-0.9524758
0.655895863,0.453438655,0.649057391,1.300963984,0.504183899,0.033140725,-0.23986391,1.428458819,0.283365852,0.189638062,-0.693174459,0.152113194
-0.277205171,1.446814247,0.281915493,0.815014549,0.053804403,0.820678412,-0.290580166,0.146238608,-0.190398115,-0.648855881,0.072117925,-0.106788441
0.25645779,0.865014745,-0.126083781,1.272392044,0.580305056,-0.030255483,-0.349202919,-0.026631516,-0.412649493,0.358605218,-0.019755573,0.199051036
-0.395267697,0.896920169,-0.00776445,0.852732156,-0.649392006,-0.534740425,-0.062485564,0.757820415,-0.28121584,-0.536355645,-0.283962334,1.03507068
-0.018541773,1.238831834,-0.080490434,1.074142852,-0.082106997,0.830799974,-0.324058623,0.014549465,0.064826633,0.086930764,0.380863757,-0.183098401
-0.007261531,0.950277315,-0.216452574,1.233660981,-0.067656414,1.132579143,0.55650678,-0.029637158,0.035427412,0.046694679,0.301006116,-0.160171365
0.381908686,1.400905664,-0.029244051,1.090789935,0.152736855,-0.064716349,-0.062083959,0.949266901,0.26427539,-0.104796307,-0.447389336,-0.556491608
0.814132751,1.168426229,0.102730761,1.193797665,0.963836825,-0.093911497,-0.084220232,0.299996003,-0.283752605,-0.286659266,-0.739868657,-0.103444544
0.771565237,0.482797119,0.985450982,0.551975978,0.259939303,0.73494411,-0.315899894,0.309461156,-0.270687546,-0.398306359,-0.116223336,0.132949834
-0.341720669,0.704088324,-0.363994469,0.710725436,-1.023119768,0.276528576,-0.434390758,0.349391236,-0.072023841,0.562302332,0.237382255,0.16740628
-0.103601305,1.215711441,-0.155610675,0.099515379,0.72904854,0.857319511,-0.312141595,0.164581478,-0.263567745,0.081032477,-0.287567431,0.860205064
0.733948939,1.38428056,0.097890248,1.055850999,0.633251118,1.027314243,-0.413528433,0.853288057,-0.37571696,-0.289429748,-0.163297458,-0.532744855
