CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,CP10,CP11,CP12
-0.584244576,-0.369269397,-0.457163562,1.075254896,-0.201425935,0.893490107,0.439746944,-0.742206358,-0.450587792,-0.111656353,0.163269973,0.199607258
-0.384830681,-0.246421652,0.10518264,0.406974042,0.619153343,0.599000646,-0.651024701,0.167723499,0.366277487,1.148220346,0.901733021,0.318397564
-0.32615209,-0.604173086,0.324160379,1.068356581,-0.416385506,0.378020435,-0.753318375,0.431578927,0.616046557,0.610377284,0.254060305,-0.160703782
0.714565856,-0.04905432,-0.3378853,0.050947474,-0.646730155,0.199061057,-0.563943249,-0.725957035,-0.601615981,-0.210032864,0.586259913,-0.071641327
-0.259179172,-0.238028477,-0.270986144,0.524477588,-0.677367379,0.300241202,-0.742531097,-0.523326691,0.412481459,-0.159104437,-0.240224505,0.389761788
0.425926947,-0.511621871,-0.523891276,0.924507084,-0.013709041,-0.123721722,0.719024055,-0.302705556,-0.407411221,-0.101619748,-1.054887742,-0.021439268
0.402777274,0.031891395,-0.689404556,1.064586589,-0.13118562,-0.547074811,-0.50230768,0.793333476,-0.71332611,0.425404388,-0.413142502,-0.126836954
-0.132094857,-0.771556382,0.519262023,0.583657239,-0.464198017,0.297239542,-0.75070553,0.02016457,0.662251637,0.015387495,0.021464826,0.555706941
-0.526683578,0.067515748,-0.44077451,0.46069833,-1.137517459,0.091306347,-0.583763551,0.00529563,-0.525455695,0.131704278,-0.045588157,0.192170837
-0.258296231,-1.007608909,0.256456927,1.323083248,-0.222663017,0.76347653,0.03641327,0.59994371,0.468831199,0.474226607,-0.100607566,0.139302756
0.37918606,-0.12778554,-0.859103526,0.605130464,0.727183396,0.937799995,-0.139348979,0.800471902,-1.129909585,0.477804106,-0.274113679,0.207171211
0.332370544,-0.775264534,0.455347616,0.80254562,-0.212062817,-0.546083043,-0.447549373,0.10390725,0.786088493,0.232254312,0.323344293,-0.40365601
1.121568663,-0.766686945,-0.767942266,0.285737609,-0.98563074,0.479619739,0.58217768,-0.162998529,0.170789652,0.137619352,0.367474529,-0.3359107
-0.422183082,-0.117292787,-0.475853304,0.513379665,-1.128091976,0.076012261,-0.633928852,0.08070892,-0.450095144,0.083057662,0.01804852,0.165573328
-0.10365796,-0.763967699,0.502410165,0.794266196,-0.182079971,-0.501778631,-0.523391609,0.035182038,0.702265153,-0.04723895,0.034176904,0.587525237
-0.067113637,-0.810063206,0.361448022,1.108650197,-0.057599014,-0.562907454,-0.557214675,0.294426056,1.089853973,0.233682467,0.328176546,0.288427936
0.422796367,-1.010258966,0.004493824,0.320005073,-1.042066995,0.405310958,0.684382417,0.187555646,-0.392342338,0.343668467,0.162245945,-0.236464862
0.476846238,-0.258243372,-0.278542102,0.613020553,-0.212561068,-0.819851304,-0.315903622,-0.63072821,0.934063717,-0.100370478,-0.004363209,-0.27698709
0.313182744,-0.746486108,0.24357478,1.07428746,0.052309389,-0.393314063,-0.565308036,0.409280836,0.887116666,0.435438525,0.222359574,0.096456292
-0.3766369,-0.131451148,-0.594510741,1.075459288,-0.643328964,-0.745118533,-0.462783047,0.408234334,-0.038834843,0.292664567,0.202709646,0.022986655
0.020748818,-0.717582542,0.345074461,0.29861047,-0.982703536,0.036472155,-0.618109334,0.352780189,0.140248464,0.090460362,0.497713309,0.517084049
0.209437762,-0.271102879,-0.682605942,0.416205121,0.828128216,1.096531561,0.42581613,-0.071267502,-1.010790673,0.079356382,-0.599811591,0.297352747
0.118962201,-0.803430413,0.21342746,0.647696753,-0.840826895,0.145856105,-0.71627495,0.695020633,0.50885349,0.399223854,0.775573418,0.285224533
0.051444524,0.027696562,-0.023150093,0.294961955,-0.288956321,0.41393574,-0.6523497,-1.235422968,0.004863193,-0.432798806,0.249353314,0.149337206
0.029476112,-1.154021853,0.131478599,1.054263843,-0.40229773,0.76748084,0.406115883,0.201594342,0.943196665,0.395496869,0.376847034,0.194277172
-0.273086845,-0.655413919,-0.220430361,0.602763466,0.491801196,-0.151883264,0.498749635,0.60442872,-0.087532003,1.012122907,1.234620587,0.603930521
0.725072187,-0.150466309,-0.549997734,0.213231019,-1.009157377,0.12463144,-0.594186434,-0.103500666,0.138388028,0.282816969,0.254301392,-0.351737284
-0.347908058,-0.549955969,-0.511731144,1.331866032,-0.348580196,0.786814638,-0.003702646,0.158184867,0.260866761,0.254372144,-0.429549271,0.078157439
0.017708829,-1.174715453,0.127326407,1.060016228,-0.405793077,0.768601239,0.398582851,0.203564845,0.943075453,0.389380543,0.371925509,0.215018153
0.302353874,-0.372207014,-0.660596389,1.384398961,0.347621675,0.100704099,0.650215511,-0.54248551,0.100015538,0.149329322,0.552359387,0.074488918
0.082474862,-0.822028862,0.239969725,0.920847848,-0.409882229,-0.754299798,-0.500167522,0.786963678,0.587084361,0.234639717,0.605706618,0.474863062
0.778991435,-0.619775488,-0.665257399,0.762560341,-0.351631708,0.79167417,0.47769871,-0.259998214,0.110765234,0.291480925,-0.482534609,-0.719959653
0.01191749,-1.040903243,0.292992636,1.194978078,-0.122788205,-0.203992709,0.365739839,0.195672026,0.727239624,0.261039551,0.058950282,-0.17344998
0.392654561,-0.994570049,0.560520268,0.99211196,0.116421462,-0.586436256,-0.564184923,0.417370586,0.739779223,0.029327951,-0.096817106,0.016813788
-0.273755371,-0.685829994,0.411585102,1.426307875,0.137340108,-0.328067877,-0.645712936,0.729154731,0.54377713,0.432697111,-0.111179631,0.298024283
0.197653214,-0.124449336,-0.054190078,0.346537618,-0.271661679,0.388959123,-0.688966379,-1.166706812,0.076158297,-0.453472273,0.31637612,0.105865012
0.268894109,-0.33929074,-0.3559976,0.578852633,-0.459498711,0.595206596,0.009465923,-0.421380811,-0.224766901,0.016774457,-0.935338504,-0.120956787
0.253869469,-0.474433784,0.159006269,-0.265833018,-0.185738582,0.224225596,-0.488602255,-0.054970934,0.311578327,0.569326323,-0.104915748,-0.479146435
0.191750215,-0.419025558,-0.402739458,1.212546436,0.267516827,-0.586146225,-0.589259434,0.178747109,0.587384616,-0.049703453,-0.540228793,0.314683612
-0.02166006,-0.239389569,-0.715347932,1.554156584,0.319121512,0.204649397,0.657659625,-0.38522276,-0.239282015,0.402317413,0.367187488,-0.321738536
0.337932385,-0.808284507,0.382354179,0.822716632,-0.157748378,0.366978616,-0.824329655,0.595817353,-0.04106421,0.087888729,1.144020171,0.575837419
0.236839335,-0.695434182,0.467334656,0.692363722,-0.061397922,-0.700104002,-0.446181174,0.228177104,-0.407708284,-0.314276875,1.041668114,0.861740132
-0.182634781,-0.701857173,0.483850843,0.786100723,-0.22899624,-0.659558094,-0.458249997,-0.021784068,0.644077842,-0.080009446,0.182157432,0.612560787
0.804767106,-0.126965922,-0.431773172,-0.070919869,-0.936234673,0.09432029,-0.565992592,-0.268287304,-0.375790405,-0.064216552,-0.327861964,-0.091036516
-0.076460121,-0.360236361,-0.275339558,0.823541648,-0.098195592,-0.774465036,-0.446581601,-0.328556827,0.379767726,-0.338007054,-0.512602567,0.560537635
-0.106442746,-1.204373783,0.323829475,0.733984056,-0.534899989,0.561200331,0.115055282,-0.045718945,0.668008719,-0.056908534,0.067240657,0.48751258
0.323089774,0.213797467,-0.486752323,1.443568814,0.897456646,-0.304124025,-0.488694267,-0.023204275,-0.54000864,0.355223832,-0.356945854,-0.457265357
-0.350787722,0.032503057,-0.222821223,1.635034774,0.736677061,-0.115956692,-0.71360716,0.077340755,-0.362737165,-0.004575479,-0.197923732,0.480080261
-0.050149145,-0.733582531,0.298534553,0.626063297,-0.502812141,-1.018933595,-0.29744461,0.408663825,0.247683143,0.02021858,0.311506918,0.61498028
0.093733581,-0.268301893,-0.184307782,0.525863181,-0.452703303,-0.757661927,-0.379316644,-0.651183606,0.171161011,-0.364790541,-0.230676658,-0.070703423
-0.559223488,0.192155597,-0.117585792,1.133669409,0.278369915,-0.236492735,-0.539743172,-0.527715771,-0.532127739,-0.187943522,-0.109237765,0.434348575
0.294893071,-0.377786854,-0.205681675,0.615923598,-0.452626532,0.393673465,-0.820227008,-0.315256581,0.718575971,-0.063868327,-0.271581361,0.093807164
-0.338240854,-0.163142479,-0.338772107,1.501517925,0.239514362,-0.313552022,-0.696372099,0.42807421,0.084246591,0.135809177,-0.746977612,0.421428768
-0.05431086,-0.165389356,-0.703080513,1.515319125,0.296281191,0.245913941,0.670878051,-0.41786049,-0.263030118,0.426234315,0.32739595,-0.35264118
0.160639109,-1.110160268,0.052580038,1.029534237,-0.537971334,-0.363566374,0.380488392,0.684544649,0.535127061,0.287361855,0.723510579,0.364032839
0.498051147,-0.51995157,0.349005763,1.15660634,0.3902812,0.685060162,-0.900254395,1.058710145,-0.105037167,0.64556236,-0.883029367,-0.002450044
1.093592356,-0.663896084,-0.749769492,0.493046117,-0.637507163,-0.454844538,0.862373241,-0.181658624,0.216709288,0.052716207,0.283378629,-0.270531378
0.812239589,-0.505826781,-0.234880154,0.434114065,-0.360798694,0.306023547,-0.795423055,-0.201254452,-0.09593175,-0.366670273,0.824822479,0.239328231
0.852850234,-0.085620664,-0.122736387,0.103383897,-0.189907181,0.383722227,-0.605158243,-1.217195125,-0.089343421,-0.352938315,0.287892477,-0.208769455
-8.35E-06,-0.203794932,-0.494733359,0.749529999,-0.738172196,-0.838623686,-0.396444021,0.109917174,0.051908794,0.112459101,0.176024156,-0.275838931
0.135608478,-0.648960649,0.299928292,1.024830047,-0.029853343,-0.489251002,-0.521991556,0.403732076,0.144916988,0.161630206,1.383158389,0.424180559
0.221012527,-0.465502283,0.602308345,1.494276342,0.65315975,0.211861519,0.370366478,0.258762952,0.628674736,0.070704733,0.592294869,0.94669772
-0.381588805,-0.571171392,0.333395821,1.054352065,-0.420627942,0.381360145,-0.744535196,0.415816442,0.594808133,0.604611985,0.234199552,-0.146374616
0.323712291,0.01703754,-0.93452308,0.023610203,-0.097135821,0.325321739,-0.633788067,0.82679328,-0.368747729,1.169152864,-0.113565268,0.401069905
-0.190534591,-0.259137244,-0.312187678,0.857587416,-0.190223268,-0.780188877,-0.406731775,-0.462233086,0.534150502,-0.199686675,-0.380457808,0.378437142
-0.471546027,0.168748537,-0.381760367,1.457955328,0.353587465,-0.492342803,-0.41553109,-0.420077259,0.028192955,0.25594678,0.381270727,-0.239464076
0.432446586,-0.973248938,0.020027872,0.308805371,-1.039246835,0.385762209,0.702655877,0.180875845,-0.382576218,0.34007519,0.190725463,-0.280879156
-0.039633635,-0.817800799,0.363669872,0.87498345,-0.4011117,0.36857659,-0.80638823,0.287043509,1.018697083,0.346932901,0.403762659,0.182795546
-0.619896113,0.119601203,-0.095359405,1.233795704,0.385277971,-0.304946318,-0.563809044,-0.416726157,-0.562316476,-0.305428394,-0.156687099,0.691537361
-0.286993046,-0.628452263,0.409486657,1.140088958,-0.234191616,0.461569967,-0.815856631,0.616135261,0.471834727,0.541148392,-0.03568495,0.100026144
0.583175248,-0.115453988,-0.789988808,0.537002911,0.848907933,0.172361131,0.344767323,0.607309716,0.420941107,0.202752213,-0.558728778,-0.512230287
0.327417189,-0.636865149,0.312527542,0.634247799,-0.099892188,0.809874604,0.647707271,-0.634094772,-0.370673671,0.235897607,0.346921607,-0.393585586
-0.520543843,0.026274996,-0.216460358,0.889279048,-0.190137145,0.48622039,-0.74585971,-0.669243299,-0.374667858,-0.098000022,0.215089032,0.095766279
-0.13142978,-0.280281198,-0.389742579,0.862985515,-0.534524421,0.398407104,-0.820413789,-0.195976338,0.77003303,0.169166787,0.047465574,0.112241554
-0.135548603,0.364877551,-0.414999316,1.308485699,0.35844631,-0.290756795,-0.44974744,-0.413511542,-0.223312507,0.414105401,0.244296967,-0.383969828
