CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,CP10,CP11,CP12
1.411848596,0.019892659,-0.553574133,-0.738103174,0.55816365,-0.533243451,-0.261655397,-0.353842274,-0.723112454,0.121404114,0.343098202,0.551058195
0.689386512,-0.299394882,0.472696094,-1.143108152,-0.161637576,-0.981016496,0.116457376,-0.227726286,-0.036275216,0.833571669,0.143043921,0.166702029
1.510563276,0.705716363,-0.021288283,-0.171761213,-0.359280428,-0.754625154,-0.015715781,0.157614426,-0.234930186,-0.437839423,-0.218346335,-0.235976255
1.071578416,0.13283648,-0.324913435,-0.190236291,-1.141829616,0.348758892,0.612919678,-0.486855741,-0.085419233,-0.106513226,0.031149727,0.108791289
0.70025155,0.053433737,-0.586980954,0.134531535,0.683663802,-0.569238272,-0.317147664,-0.077864566,0.452562803,0.331326657,-0.78635741,-0.220383142
0.792635837,0.907928743,-0.577988704,-0.565652714,-0.47789923,0.277338924,-0.228501532,0.312891614,0.408467302,0.470885867,0.422994264,-0.800517368
0.21765253,1.106038307,-0.501062804,0.518303587,1.209926706,-0.271596746,-0.073725155,-0.019559042,-0.180743818,1.142496427,-0.037511875,0.467203528
1.736886948,0.274619987,0.360409145,-0.673956792,0.529372887,0.969540424,1.123691223,0.676129951,0.722469743,0.09373102,-0.26367213,-0.192964989
0.40455639,0.941919767,1.008028718,-0.714394221,0.448000832,0.66230412,0.037709401,0.484736805,-0.263860588,0.680925095,-1.299710416,0.305982411
1.304074795,1.00782344,-0.180410094,-0.613564144,0.523797932,-0.260894221,0.091186673,-0.037302711,0.497027894,-0.055834041,-0.756876592,0.544593247
1.368569492,-0.451600851,-0.638218652,-0.511186775,0.715940237,0.875982499,0.607545903,-0.826867751,-0.296409383,0.159140049,-0.036784705,0.404236721
1.493663009,0.964500081,-0.189526691,-0.609728976,0.741542031,-0.538016967,0.221318174,0.051194219,0.391180611,-0.119190065,-0.955565962,0.488185286
0.500288837,0.134928081,0.69368507,-0.590110031,0.532873692,0.770443259,0.465149271,0.223463235,-0.167586478,1.020507231,-0.95094464,0.940335813
0.519846622,0.086002046,-0.625040011,-0.477955885,0.113885064,-0.548860995,-0.239558481,-0.749631262,0.524019145,0.573445129,-0.272223024,0.232833737
1.530863521,1.417200328,-0.144188918,-0.438367509,1.031942225,0.918048617,-0.173239637,0.212414747,0.408979453,0.044596754,0.184249107,-0.437539923
1.079916391,1.498783358,-0.050565607,-0.823164758,0.411469162,0.659842683,0.025631567,-0.490281445,0.450872996,-0.133491897,0.546831717,-0.270246444
1.030080169,0.496226437,-0.174772289,-0.371698948,-1.160649491,0.056905415,-0.248534794,-0.47048681,-0.080748652,-0.045667395,0.092294918,0.082561285
1.644922805,0.407614041,0.636473464,-0.22557541,1.192681554,0.900895583,-0.323478162,0.646856856,0.526257157,0.275916122,0.175531043,0.594428048
0.318066085,0.550293549,-0.788402139,0.612561622,1.433371529,-0.278365217,-0.313761125,-0.002768465,-0.392171082,1.127005536,-0.280936206,-0.083038377
0.165166262,0.221782372,-0.677663191,-0.259007637,0.099504203,-0.550127165,-0.221603128,-0.574946239,0.149785901,0.781792808,-0.420296073,-0.048367915
1.568583397,0.607046872,-0.675444406,-0.487551203,0.408074362,-0.769968908,0.046048399,0.299623926,0.194853324,0.852247863,-0.213292281,0.217396719
1.221786798,0.615568416,-0.309623446,-0.933654241,0.130833089,0.381711345,-0.278866145,-0.525015097,0.28807328,0.49607188,-0.622462812,0.519927189
1.060462128,0.750948688,-0.415873656,-0.998202638,-0.115598013,0.263942818,-0.172773992,-0.690845362,-0.281738612,0.478361434,0.781301767,0.546065354
1.149530583,-0.138822081,-0.3692458,-0.423574795,0.693030481,0.547168949,-0.679792958,-0.687038978,-0.306605276,-0.278557249,-0.272441075,-0.093415612
0.549199822,0.208321859,-0.254741974,-0.295987249,0.766357287,0.615555748,-0.67353278,-0.388653702,-0.144995203,-0.515002721,-0.157292502,-0.494737466
0.633935594,0.835414088,-0.542918466,-1.02882864,-0.649478379,0.124083022,-0.129776675,-0.375384626,0.040996363,0.78867361,0.057711436,0.559789391
1.329933457,1.259442353,-0.136933113,-0.949072196,0.178019276,0.529606837,-0.020905946,0.078783986,0.672727485,-0.097576742,-0.314730508,-0.27892089
0.8483589,0.098237052,-0.51266324,0.008186011,0.811247795,0.716767649,-0.736537988,-0.377189743,-0.060567329,0.204907666,-0.15287418,-0.321731376
0.779621047,0.886637659,-0.727185353,-0.430183275,-0.097660877,-0.864958379,0.177420768,-0.085998191,0.485215413,1.134760551,0.263684776,0.190281457
0.726321033,0.459541829,0.808467726,-1.039509683,0.354152971,0.444078823,-0.11219164,-0.238603801,0.042015077,1.026680362,-0.890010006,0.289759053
0.806757519,-0.144875726,-0.397547908,-0.323383296,0.428589523,0.527197788,-0.747414877,-0.090796768,-0.097153282,-0.074604368,-1.366709475,0.281467122
0.826517347,0.139584715,-0.480136864,-0.517850914,0.592322236,0.515507479,-0.570324085,-0.866681377,-0.141677759,0.389219153,-0.006683847,0.266777512
0.472364407,1.293160443,-0.561881366,-0.898852081,-0.50704534,0.186811961,-0.033144935,0.075499785,-0.296846179,0.890344705,0.044580773,-0.478360575
1.444586421,-0.24287143,-0.575912276,-1.011424808,-0.037859373,0.150753646,-0.538665711,0.175277328,-0.460955008,0.234163075,-0.503592289,0.69542332
