CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,CP10,CP11,CP12
0.103716417,-0.229237301,-0.652354428,-0.450282119,0.555424458,0.517666649,-0.696004492,0.262651466,-0.44051191,-0.263838827,-1.342510897,-0.320931793
-1.158682491,-0.427665037,-0.869603444,0.14486571,0.421894281,0.943240997,0.526059841,-0.408927587,-0.312298584,-0.297778377,0.231986312,0.070305813
-0.786480255,-0.338795654,-0.841811657,-0.400425601,-0.149978392,-0.814368441,-0.334014711,0.251636046,0.12272759,-0.484839562,0.134074677,0.478585096
-1.039191883,-0.290707491,-0.874042647,-0.345758354,-0.43392571,0.163657937,-0.614113896,0.507845055,-0.292552699,-0.169984514,-0.019452664,0.210645235
-0.56548429,0.041880462,-0.954244137,0.072012717,0.346251019,0.580845546,-0.66841425,0.427166666,0.1205737,0.431980869,-0.495837411,-0.597415601
-1.08391094,-0.396162778,-0.779780178,0.366049012,0.797752648,-0.103615469,0.44982251,-0.333935154,-0.164598385,-0.481016097,0.159568226,0.06078588
-0.991559712,-0.246235343,-0.812307057,-0.334633716,-0.334175733,0.220640727,-0.630184389,0.60352888,-0.452337321,-0.190279683,-0.210742851,0.341156299
-1.100929232,-0.45211844,-0.663017941,0.26097906,0.699957602,0.9542515,0.093707036,-0.104456658,-0.386817536,-0.463046889,-0.187660296,0.43794651
-0.88724936,-0.771612084,-0.936990412,-0.197856322,-0.072911939,0.75187383,0.509705908,-0.249138414,0.481315512,-0.377493022,-0.217470278,0.382567577
-0.729171018,-0.313484411,-0.836815558,-0.639214149,-0.489300073,0.118506666,-0.57282867,0.237752772,0.052287035,-0.349798103,0.214460296,0.35361947
-0.161479881,-0.46548792,-0.979310569,0.600682855,1.368956066,1.347535458,0.276584692,0.568192928,-0.651523476,0.062595945,-0.60389981,-0.029565382
-0.667426859,-0.876412903,0.049356068,-0.102974611,0.396828998,-0.620115283,-0.404716633,0.353976454,0.829561594,-0.275901622,0.290441171,0.478962515
-1.078551337,-0.030515904,-0.560323348,0.249853551,0.903492336,-0.199003238,-0.500593029,-0.1361178,-0.337824652,-0.421335831,0.001558491,0.316833764
