CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,CP10,CP11,CP12
-0.809068803,-0.507792097,0.579737134,0.761457848,-0.239538684,-0.2826377,1.032069078,-0.165342386,-1.131154409,0.210083557,0.591221419,0.30661518
-0.762343052,0.923116134,1.283738907,0.778326463,0.197098137,-0.458873678,0.306670772,-0.190900049,-0.139098121,-0.088639473,0.177548569,0.091766223
-0.687692353,0.74179463,1.092504507,0.131993398,-1.14903438,0.232118604,0.042991125,0.578687299,-0.319070741,0.10781239,0.037682584,0.27455425
0.183538191,0.189677459,0.74585731,-0.642301228,-0.321442971,0.798794865,1.275669441,-0.197264367,0.576720478,0.084850371,-0.294169789,-0.040828444
-0.3977004,0.838218978,1.195043732,0.963816971,0.071030228,-0.15834681,0.067826246,1.046736766,0.546864298,0.092530959,-0.143289686,-0.537143696
-0.773872802,-0.256518191,1.056987405,0.646530004,0.068519286,0.530337962,-0.577054354,-0.342866919,-0.668514032,0.23140528,-0.068391993,0.197583405
-0.728454262,0.287729729,1.167497623,0.627733789,-0.51548945,0.833720924,0.738158277,0.343965579,0.048487064,-0.07172811,-0.6813405,0.460594386
0.055612228,0.159758137,0.89256621,0.126947344,-0.202716977,-0.582043184,-0.016756493,-0.246311068,-0.178992046,0.361728347,-0.385665004,-1.396147963
-0.284455426,0.517804491,0.889574618,0.056227769,0.518160683,-0.287650888,0.105962845,0.664677085,1.116424058,0.650798545,-0.122596911,0.970543967
-0.143558683,0.740061284,1.50093798,0.226743503,0.018814261,-0.374609131,0.230697825,-0.628655668,0.20235188,-0.570220605,0.390891528,0.422391452
-0.140141767,0.338010064,0.984047996,-0.72119862,0.339501645,-0.58646197,0.125908612,-0.416545721,0.544153928,0.67737981,-0.52697265,0.902742571
0.040423331,0.583117281,1.237209549,0.357425412,0.308598321,-0.277491495,0.038482106,-0.635736609,-0.665205785,0.349526016,-0.196967953,-0.084802125
-0.378934669,0.374567851,1.287404706,0.444502262,-0.125309048,1.038301612,1.117294777,-0.340227892,-0.350811992,-0.336909037,-0.110288445,0.233787135
-0.569562122,-0.274707318,1.00074258,0.052875997,-0.722084508,0.178369058,-0.370696903,-0.572699885,-0.089421664,0.323038058,-0.444377172,-0.372956137
0.009336723,0.5477244,1.208694908,0.533525871,-0.077618147,0.706417594,-0.256165897,0.674487684,0.511729776,0.074600502,-0.558360155,0.280839022
